url,product_name,reviewer_name,review_title,review_text,review_rating,verified_purchase,review_date,helpful_count,uniq_id,scraped_at
https://amazon.com/dp/SAM1,Samsung Galaxy S23 Ultra,Customer_5854,Average,Gets a bit warm during gaming. Otherwise okay.,3,FALSE,Reviewed in the United States on 08 Oct 2023,24 people found this helpful,id-604947,24/10/23 10:00
https://amazon.com/dp/SAM1,Samsung Galaxy S23 Ultra,Customer_6417,Too big,Software feels bloated and laggy at times.,2,FALSE,Reviewed in the United States on 24 Jul 2023,76 people found this helpful,id-528459,24/10/23 10:00
https://amazon.com/dp/SAM1,Samsung Galaxy S23 Ultra,Customer_1936,Broke easily,Customer service was terrible when I tried to return it.,1,TRUE,Reviewed in the United States on 01 Oct 2023,42 people found this helpful,id-245711,24/10/23 10:00
https://amazon.com/dp/SAM1,Samsung Galaxy S23 Ultra,Customer_2664,Very good,"Overall a fantastic device, but a bit too bulky to hold.",4,TRUE,Reviewed in the United States on 11 May 2023,,id-961205,24/10/23 10:00
https://amazon.com/dp/SAM1,Samsung Galaxy S23 Ultra,Customer_2197,Great but heavy,"Overall a fantastic device, but a bit too bulky to hold.",4,TRUE,Reviewed in the United States on 21 Jan 2023,47 people found this helpful,id-485310,24/10/23 10:00
https://amazon.com/dp/SAM1,Samsung Galaxy S23 Ultra,Customer_6866,It's okay,A bit overpriced for the features it offers.,3,FALSE,Reviewed in the United States on 30 Jan 2023,,id-895843,24/10/23 10:00
https://amazon.com/dp/SAM1,Samsung Galaxy S23 Ultra,Customer_9674,Broke easily,Worst phone I've ever owned. Overheats constantly.,1,TRUE,Reviewed in the United States on 18 Aug 2023,,id-221698,24/10/23 10:00
https://amazon.com/dp/SAM1,Samsung Galaxy S23 Ultra,Customer_5977,Average,A bit overpriced for the features it offers.,3,FALSE,Reviewed in the United States on 20 Nov 2023,11 people found this helpful,id-826851,24/10/23 10:00
https://amazon.com/dp/SAM1,Samsung Galaxy S23 Ultra,Customer_7647,Best Android,The screen is gorgeous and the battery lasts all day.,5,FALSE,Reviewed in the United States on 02 Nov 2023,68 people found this helpful,id-663428,24/10/23 10:00
https://amazon.com/dp/SAM1,Samsung Galaxy S23 Ultra,Customer_1420,Stunning display,Super fast performance and beautiful design. Highly recommended.,5,TRUE,Reviewed in the United States on 26 Jan 2023,13 people found this helpful,id-160869,24/10/23 10:00
https://amazon.com/dp/SAM1,Samsung Galaxy S23 Ultra,Customer_1913,Great but heavy,"Camera is great, battery life is decent.",4,TRUE,Reviewed in the United States on 14 Sep 2023,88 people found this helpful,id-660485,24/10/23 10:00
https://amazon.com/dp/SAM1,Samsung Galaxy S23 Ultra,Customer_2389,Terrible,Worst phone I've ever owned. Overheats constantly.,1,FALSE,Reviewed in the United States on 19 Apr 2023,83 people found this helpful,id-539531,24/10/23 10:00
https://amazon.com/dp/SAM1,Samsung Galaxy S23 Ultra,Customer_3347,Too big,Battery drains very fast when using 5G.,2,TRUE,Reviewed in the United States on 25 Sep 2023,98 people found this helpful,id-383584,24/10/23 10:00
https://amazon.com/dp/SAM1,Samsung Galaxy S23 Ultra,Customer_1854,Very good,"Solid Android phone, slight learning curve from my old one.",4,FALSE,Reviewed in the United States on 16 Mar 2023,,id-943270,24/10/23 10:00
https://amazon.com/dp/SAM1,Samsung Galaxy S23 Ultra,Customer_2290,Average,"It's fine, but not a huge upgrade from the previous generation.",3,TRUE,Reviewed in the United States on 27 Nov 2023,45 people found this helpful,id-589135,24/10/23 10:00
https://amazon.com/dp/SAM1,Samsung Galaxy S23 Ultra,Customer_8816,It's okay,A bit overpriced for the features it offers.,3,TRUE,Reviewed in the United States on 03 Nov 2023,,id-461666,24/10/23 10:00
https://amazon.com/dp/SAM1,Samsung Galaxy S23 Ultra,Customer_5570,Expected more,Gets a bit warm during gaming. Otherwise okay.,3,FALSE,Reviewed in the United States on 24 Apr 2023,,id-805775,24/10/23 10:00
https://amazon.com/dp/SAM1,Samsung Galaxy S23 Ultra,Customer_7349,Terrible,Worst phone I've ever owned. Overheats constantly.,1,FALSE,Reviewed in the United States on 09 Sep 2023,,id-846527,24/10/23 10:00
https://amazon.com/dp/SAM1,Samsung Galaxy S23 Ultra,Customer_7503,Expected more,"It's fine, but not a huge upgrade from the previous generation.",3,TRUE,Reviewed in the United States on 12 Apr 2023,,id-962354,24/10/23 10:00
https://amazon.com/dp/SAM1,Samsung Galaxy S23 Ultra,Customer_5175,Too big,Software feels bloated and laggy at times.,2,FALSE,Reviewed in the United States on 30 Nov 2023,,id-359066,24/10/23 10:00
https://amazon.com/dp/SAM1,Samsung Galaxy S23 Ultra,Customer_3756,Great but heavy,"Overall a fantastic device, but a bit too bulky to hold.",4,TRUE,Reviewed in the United States on 22 Aug 2023,76 people found this helpful,id-726902,24/10/23 10:00
https://amazon.com/dp/SAM1,Samsung Galaxy S23 Ultra,Customer_2439,Very good,"Overall a fantastic device, but a bit too bulky to hold.",4,TRUE,Reviewed in the United States on 01 Sep 2023,18 people found this helpful,id-177338,24/10/23 10:00
https://amazon.com/dp/SAM1,Samsung Galaxy S23 Ultra,Customer_5727,Nice upgrade,"Camera is great, battery life is decent.",4,TRUE,Reviewed in the United States on 20 May 2023,75 people found this helpful,id-245823,24/10/23 10:00
https://amazon.com/dp/SAM1,Samsung Galaxy S23 Ultra,Customer_5234,Too big,Software feels bloated and laggy at times.,2,TRUE,Reviewed in the United States on 27 Dec 2023,,id-741361,24/10/23 10:00
https://amazon.com/dp/SAM1,Samsung Galaxy S23 Ultra,Customer_9230,Terrible,Screen cracked after a small drop. Very fragile.,1,FALSE,Reviewed in the United States on 13 Jun 2023,,id-492807,24/10/23 10:00
https://amazon.com/dp/SAM1,Samsung Galaxy S23 Ultra,Customer_6375,It's okay,A bit overpriced for the features it offers.,3,TRUE,Reviewed in the United States on 11 Jun 2023,44 people found this helpful,id-181364,24/10/23 10:00
