url,product_name,reviewer_name,review_title,review_text,review_rating,verified_purchase,review_date,helpful_count,uniq_id,scraped_at
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_2915,Good leggings,"Quality is great, but they are a bit long for me.",4,TRUE,Reviewed in the United States on 26 Mar 2023,,id-812551,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_9862,Nice fit,Very comfortable for yoga and pilates.,4,FALSE,Reviewed in the United States on 20 Jul 2023,,id-527525,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_9007,Average,The waistband rolls down sometimes during cardio.,3,TRUE,Reviewed in the United States on 13 Aug 2023,,id-485907,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_7355,Ripped easily,The seam ripped after only two washes.,2,FALSE,Reviewed in the United States on 06 May 2023,,id-244525,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_3258,Poor quality,The seam ripped after only two washes.,2,TRUE,Reviewed in the United States on 29 May 2023,,id-626548,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_9092,Ripped easily,The seam ripped after only two washes.,2,FALSE,Reviewed in the United States on 08 Apr 2023,,id-309926,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_5876,Waste of money,Worst leggings ever. The material is very itchy.,1,TRUE,Reviewed in the United States on 30 Jan 2023,22 people found this helpful,id-936738,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_3785,Good leggings,Very comfortable for yoga and pilates.,4,FALSE,Reviewed in the United States on 21 Apr 2023,56 people found this helpful,id-951895,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_2272,Not breathable,Fabric is too thick and makes me sweat excessively.,2,FALSE,Reviewed in the United States on 10 Jan 2023,,id-544060,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_3659,Average,They are okay but slightly see-through in bright light.,3,FALSE,Reviewed in the United States on 12 Feb 2023,51 people found this helpful,id-281662,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_1454,Not breathable,Fabric is too thick and makes me sweat excessively.,2,FALSE,Reviewed in the United States on 06 Jan 2023,,id-627986,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_2466,Do not buy,Worst leggings ever. The material is very itchy.,1,TRUE,Reviewed in the United States on 20 Jun 2023,35 people found this helpful,id-494585,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_1889,Good leggings,Very comfortable for yoga and pilates.,4,FALSE,Reviewed in the United States on 24 Jan 2023,,id-953686,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_5936,Nice fit,Holds everything in. Would buy in another color.,4,FALSE,Reviewed in the United States on 22 May 2023,56 people found this helpful,id-972801,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_3243,Love them,Completely squat proof and very flattering.,5,FALSE,Reviewed in the United States on 25 Jun 2023,85 people found this helpful,id-749976,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_8684,Average,Sizing runs a bit small compared to other brands.,3,FALSE,Reviewed in the United States on 08 Feb 2023,83 people found this helpful,id-274759,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_6395,Awful,Lost their shape after the first workout.,1,TRUE,Reviewed in the United States on 27 Jul 2023,26 people found this helpful,id-884080,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_9082,Average,The waistband rolls down sometimes during cardio.,3,FALSE,Reviewed in the United States on 11 Dec 2023,1 people found this helpful,id-897852,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_4838,So comfortable!,Best gym leggings I own. They shape the body beautifully.,5,FALSE,Reviewed in the United States on 23 Sep 2023,3 people found this helpful,id-980760,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_9118,Waste of money,Worst leggings ever. The material is very itchy.,1,FALSE,Reviewed in the United States on 01 Jul 2023,,id-815112,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_2646,Love them,These leggings are buttery soft and stay in place.,5,FALSE,Reviewed in the United States on 09 Aug 2023,,id-483611,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_7750,Squat proof,Best gym leggings I own. They shape the body beautifully.,5,TRUE,Reviewed in the United States on 09 Nov 2023,88 people found this helpful,id-413073,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_7555,Awful,Lost their shape after the first workout.,1,FALSE,Reviewed in the United States on 13 Mar 2023,,id-722666,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_7799,A bit sheer,Sizing runs a bit small compared to other brands.,3,TRUE,Reviewed in the United States on 02 May 2023,94 people found this helpful,id-518305,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_1867,Nice fit,Holds everything in. Would buy in another color.,4,FALSE,Reviewed in the United States on 29 Jul 2023,,id-346118,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_4330,Do not buy,Completely see-through and very poor stitching.,1,FALSE,Reviewed in the United States on 18 Mar 2023,95 people found this helpful,id-427967,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_1253,Waste of money,Completely see-through and very poor stitching.,1,TRUE,Reviewed in the United States on 03 May 2023,,id-751123,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_6359,Good leggings,Very comfortable for yoga and pilates.,4,FALSE,Reviewed in the United States on 10 Aug 2023,,id-645311,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_6032,Awful,Lost their shape after the first workout.,1,TRUE,Reviewed in the United States on 05 Dec 2023,81 people found this helpful,id-654068,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_3749,Good leggings,"Quality is great, but they are a bit long for me.",4,FALSE,Reviewed in the United States on 24 Apr 2023,,id-952408,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_2958,Do not buy,Lost their shape after the first workout.,1,TRUE,Reviewed in the United States on 23 Jan 2023,,id-130832,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_7419,Waste of money,Worst leggings ever. The material is very itchy.,1,FALSE,Reviewed in the United States on 06 Jan 2023,19 people found this helpful,id-123813,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_3372,Ripped easily,"Uncomfortable compression, feels too tight on the stomach.",2,TRUE,Reviewed in the United States on 30 Aug 2023,,id-406686,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_6966,So comfortable!,Completely squat proof and very flattering.,5,TRUE,Reviewed in the United States on 18 Mar 2023,,id-637894,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_6523,Poor quality,"Uncomfortable compression, feels too tight on the stomach.",2,TRUE,Reviewed in the United States on 12 May 2023,,id-283362,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_4862,Waste of money,Completely see-through and very poor stitching.,1,TRUE,Reviewed in the United States on 30 Oct 2023,,id-484190,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_8264,Great for yoga,Very comfortable for yoga and pilates.,4,FALSE,Reviewed in the United States on 31 Dec 2023,,id-806908,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_8878,Ripped easily,"Uncomfortable compression, feels too tight on the stomach.",2,TRUE,Reviewed in the United States on 09 Jul 2023,1 people found this helpful,id-971769,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_7554,So comfortable!,These leggings are buttery soft and stay in place.,5,FALSE,Reviewed in the United States on 23 Oct 2023,48 people found this helpful,id-644493,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_9290,Waste of money,Worst leggings ever. The material is very itchy.,1,TRUE,Reviewed in the United States on 22 Mar 2023,54 people found this helpful,id-979333,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_4977,Ripped easily,"Uncomfortable compression, feels too tight on the stomach.",2,FALSE,Reviewed in the United States on 15 Jan 2023,82 people found this helpful,id-714182,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_9646,Average,Sizing runs a bit small compared to other brands.,3,TRUE,Reviewed in the United States on 12 Jan 2023,,id-608378,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_9449,Squat proof,Completely squat proof and very flattering.,5,FALSE,Reviewed in the United States on 20 Feb 2023,9 people found this helpful,id-870429,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_9687,Nice fit,"Quality is great, but they are a bit long for me.",4,TRUE,Reviewed in the United States on 30 May 2023,,id-978055,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_9609,Sizing is weird,Sizing runs a bit small compared to other brands.,3,FALSE,Reviewed in the United States on 18 Apr 2023,,id-384997,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_9164,Sizing is weird,Sizing runs a bit small compared to other brands.,3,FALSE,Reviewed in the United States on 15 Mar 2023,,id-891769,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_7929,Great for yoga,"Quality is great, but they are a bit long for me.",4,FALSE,Reviewed in the United States on 15 Jun 2023,84 people found this helpful,id-464662,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_6836,A bit sheer,The waistband rolls down sometimes during cardio.,3,FALSE,Reviewed in the United States on 02 Dec 2023,,id-832307,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_7967,Awful,Worst leggings ever. The material is very itchy.,1,TRUE,Reviewed in the United States on 29 Dec 2023,,id-180398,24/10/23 10:00
https://amazon.com/dp/OYS1,Oysho Women's Compression Leggings,Customer_2533,Great for yoga,Very comfortable for yoga and pilates.,4,FALSE,Reviewed in the United States on 10 Jul 2023,21 people found this helpful,id-503550,24/10/23 10:00
