url,product_name,reviewer_name,review_title,review_text,review_rating,verified_purchase,review_date,helpful_count,uniq_id,scraped_at
https://amazon.com/dp/TAR1,Tarte Shape Tape Concealer,Customer_8531,Nice formula,Hides my blemishes well. A bit thick though.,4,TRUE,Reviewed in the United States on 29 Nov 2023,,id-240026,24/10/23 10:00
https://amazon.com/dp/TAR1,Tarte Shape Tape Concealer,Customer_9215,Drying,"It's alright, but I think it's overhyped.",3,TRUE,Reviewed in the United States on 04 Jun 2023,67 people found this helpful,id-932525,24/10/23 10:00
https://amazon.com/dp/TAR1,Tarte Shape Tape Concealer,Customer_5622,Really good,"Very full coverage, but make sure to moisturize first.",4,FALSE,Reviewed in the United States on 04 Jul 2023,,id-743628,24/10/23 10:00
https://amazon.com/dp/TAR1,Tarte Shape Tape Concealer,Customer_6709,Not for dry skin,Color match was difficult. Creases after a few hours.,3,FALSE,Reviewed in the United States on 13 Jul 2023,21 people found this helpful,id-255823,24/10/23 10:00
https://amazon.com/dp/TAR1,Tarte Shape Tape Concealer,Customer_8727,Best concealer,A little goes a long way. Lasts all day!,5,FALSE,Reviewed in the United States on 14 Aug 2023,56 people found this helpful,id-522410,24/10/23 10:00
https://amazon.com/dp/TAR1,Tarte Shape Tape Concealer,Customer_9350,Best concealer,A little goes a long way. Lasts all day!,5,TRUE,Reviewed in the United States on 02 Aug 2023,,id-418284,24/10/23 10:00
https://amazon.com/dp/TAR1,Tarte Shape Tape Concealer,Customer_6972,Not for dry skin,Color match was difficult. Creases after a few hours.,3,TRUE,Reviewed in the United States on 13 Sep 2023,87 people found this helpful,id-492055,24/10/23 10:00
https://amazon.com/dp/TAR1,Tarte Shape Tape Concealer,Customer_2821,Flawless coverage,My favorite makeup product ever. Seamless finish.,5,TRUE,Reviewed in the United States on 11 Aug 2023,46 people found this helpful,id-197047,24/10/23 10:00
https://amazon.com/dp/TAR1,Tarte Shape Tape Concealer,Customer_6991,Great coverage,"Good product, but the applicator is a bit too large.",4,TRUE,Reviewed in the United States on 14 May 2023,69 people found this helpful,id-314627,24/10/23 10:00
https://amazon.com/dp/TAR1,Tarte Shape Tape Concealer,Customer_7734,Drying,"It's alright, but I think it's overhyped.",3,TRUE,Reviewed in the United States on 06 Oct 2023,,id-633295,24/10/23 10:00
https://amazon.com/dp/TAR1,Tarte Shape Tape Concealer,Customer_4473,Flawless coverage,Covers my dark circles perfectly without creasing.,5,TRUE,Reviewed in the United States on 18 Nov 2023,13 people found this helpful,id-723126,24/10/23 10:00
